Name, Group, MainNote1, MainNote2, MainNote3, Season, Time, Longevity, Sillage, Rate, Count
Friktion Avon for men,,Cinnamon,Canadian balsam,Pepper,Fall,Night,long lasting,moderate,4.40,10
Goddess Avon for women,Floral,Lily-of-the-Valley,Freesia,Musk,Spring/Summer,Day,moderate,moderate,3.54,169
Haiku Avon for women,Floral Green,Lily-of-the-Valley,Lily,Japanese Citruses,Spring/Summer,Day,moderate,moderate,3.69,638
Haiku Awakenings Avon for women,,Jasmine,Musk,Freesia,Spring,Day,long lasting,soft,3.89,9
Haiku Kyoto Flower Avon for women,Floral Woody Musk,Peony,Violet Leaf,Musk,Spring/Summer,Day,moderate,moderate,3.66,133
Haiku Reflection Avon for women,Floral Fruity,Watery Notes,Freesia,Magnolia,Spring/Summer,Day,moderate,moderate,4.52,30
Haiku Sunset Avon for women,Floral,Woody Notes,Mandarin Blossom,Freesia,Spring/Summer,Day,moderate,moderate,3.98,54
Hawaiian Shores Avon for women,Floral Fruity,Carambola (Star Fruit),Musk,Orchid,Summer,Day,weak,moderate,3.53,110
Hawaiian White Ginger Avon for women,Floral,Ginger,Jasmine,Floral Notes,Spring/Summer,Day,moderate,moderate,3.94,50
Hello Kitty Avon for women,Floral Fruity,Raspberry,Vanilla,Gardenia,Spring/Summer,Day,weak,moderate,3.93,15
Here's My Heart Avon for women,Floral,Powdery Notes,Aldehydes,Woody Notes,Spring/Summer,Day,long lasting,moderate,3.81,23
Herve Leger Intrigue Homme Avon for men,Aromatic Fougere,Bergamot,Lavender,Musk,All Season,Day,moderate,moderate,3.83,14
Hollywood Pink Avon for women,Floral Fruity Gourmand,Cacao,Musk,Lily-of-the-Valley,All Season,Day,moderate,moderate,4.24,37
Hollywood Pink Flamingo Avon for women,Floral Fruity,Nectarine,Sour Cherry,Black Currant,Fall/Winter,Day,moderate,heavy,3.00,12
Ice Sheers Delicious Avon for women,Aromatic Fruity,Blackberry,Mojito,Mint,Spring/Summer,Day,weak,moderate,3.43,67
Ice Sheers Luscious Avon for women,Citrus Gourmand,Lemon,Citruses,Sweet Notes,Spring/Summer,Day,weak,moderate,3.74,74
Ice Sheers Refreshing Avon for women,Aromatic Fruity,Pear,Melon,Sugar,Summer,Day,weak,moderate,3.90,78
In Bloom by Reese Witherspoon Avon for women,Floral Green,Gardenia,Peach,White Tea,Spring/Summer,Day,moderate,moderate,3.85,483
Individual Blue Avon for women,Floral,Lemon,Freesia,Lily,Summer,Day,weak,soft,3.92,93
Individual Blue for Him Avon for men,Aromatic,Blue Sage,Musk,Grapefruit,Spring/Summer,Day,weak,soft,2.90,104
Individual Blue Free Avon for men,Aromatic Fruity,Sage,Sea water,Citruses,Spring/Summer,Day,moderate,soft,4.30,12
Infinite Moment for Her Avon for women,Oriental Floral,Floral Notes,Raspberry,Vanille,All Season,Day,moderate,moderate,3.30,201
Infinite Moment for Him Avon for men,Woody Spicy,Cardamom,Lavender,Woodsy Notes,Fall/Winter,Night,moderate,moderate,3.72,60
Infinite Seduction for Her Avon for women,Oriental Floral,Blood Orange,Black Pepper,Vanila,Fall/Winter,All Time,moderate,moderate,3.87,62
Infinite Seduction for Him Avon for men,Leather,Vanila,Cardamom,Leather,All Season,All Time,moderate,moderate,3.53,17
Instinct For Her Avon for women,Floral,Green Notes,Camelia,Sandalwood,All Season,Day,moderate,moderate,3.34,138
Instinct For Him Avon for men,Woody Aromatic,Ebony,Mandarin Orange,Sage,All Season,All Time,moderate,moderate,3.00,24
Instinct Forbidden Avon for women,Floral Fruity,Red Berries,Lemon Peel,Gardenia,Spring/Summer,Day,moderate,moderate,3.50,33
Island Vibe Avon for women,Floral Fruity,Tropical Fruits,Exotic floral notes,Island Musk,Summer,Day,poor,soft,3.62,99
Ivete Sangalo Avon for women,Floral Fruity,Bellini,Nectarine,Praline,All Season,Day,moderate,moderate,4.00,2
Jamoca Soft Musk Avon for women,,Musk,Woody Notes,Floral Notes,Winter,Night,poor,heavy,4.00,13
Jet Femme Holiday Avon for women,Woody Aquatic,Sea water,Fig Tree,Bergamot,Spring/Summer,Day,moderate,heavy,3.71,79
Josie Avon for women,Citrus,Osmanthus,Bulgarian Rose,Bergamot,Spring/Summer,Day,weak,soft,4.60,5
Just Move Avon for men,Aromatic Green,Bergamot,Lime,Mint,Summer,Day,poor,soft,2.94,17
Just Play for Her Avon for women,Citrus Aromatic,Clementine,White Tea,Freesia,Summer,Day,moderate,moderate,3.53,96
Just Play for Him Avon for men,Woody Aromatic,Iced Tea,Lime,Green Apple,Spring/Summer,Day,moderate,moderate,3.61,49
Karmala Avon for women,Oriental Floral,White Pepper,Spicy Notes,Tahitian Vanilla,Fall/Winter,Night,moderate,heavy,4.28,52
Lavanda Light Avon for women,Citrus,Lavender,Green Leaves,Lemon,Summer,Day,moderate,moderate,4.20,5
Leather Cologne Avon for men,Leather,Tobacco,Leather,Oakmoss,All Season,All Time,very long lasting,enormous,1.80,6
Lily Soft Musk Avon for women,Floral Woody Musk,White Lily,Peony,Musk,Fall,Day,long lasting,heavy,3.00,8
Love Avon for women,Floral Fruity,Apple Blossom,Rose,Fruity Notes,Spring/Summer,Day,moderate,moderate,4.00,14
Love Blush Avon for women,Floral,Rose,Spicy Notes,Poppy,All Season,Day,weak,moderate,4.67,9
Love Pulse Avon for women,Floral Fruity,Carambola (Star Fruit),Musk,Rose,Spring,Day,weak,heavy,2.30,25
Luminata Avon for women,Floral Fruity,Peony,Raspberry,Pear,All Season,Day,moderate,heavy,3.46,15
Lyrical Avon for women,,Freesia,Lotus,Rose,Spring/Summer,Day,poor,moderate,3.27,16
Make Me Smile Avon for women,Floral Fruity,Mandarin Orange,Bergamot,Grapefruit,Summer,Day,weak,moderate,3.39,86
Make Me Wonder Avon for women,Floral Fruity,Vanilla,Boysenberry,Violet,All Season,Day,moderate,moderate,3.79,223
Man Avon for men,Aromatic,Apple,Amber,Black Pepper,All Season,All Time,moderate,moderate,3.40,15
Memorable Avon for women,Floral Fruity,Musk,Hyacinth,Grapes,All Season,Day,moderate,heavy,3.60,6
Mesmerize Avon for men,Citrus Aromatic,Myrrh,Exotic Spices,Amber,Fall/Winter,Night,moderate,moderate,3.85,225
Mesmerize Black for Her Avon for women,Floral Fruity,Australian Sandalwood,Jasmine,Mandarin Orange,Fall/Winter,All Time,moderate,moderate,3.84,99
Mesmerize Black for Him Avon for men,Woody Spicy,Nutmeg,Pink Pepper,Cedar,Fall/Winter,Night,moderate,moderate,4.11,66
Mesmerize for Women Avon for women,Woody Aromatic,Myrrh,Exotic Spices,Amber,Fall/Winter,Night,moderate,heavy,3.76,223
Mesmerize Red for Her Avon for women,Oriental,Floral Notes,Spicy Notes,Ozonic notes,Fall/Winter,Day,moderate,moderate,3.15,20
Mesmerize Red for Him Avon for men,Leather,Woody Notes,Amber,Leather,Fall/Winter,Night,moderate,heavy,4.00,8
Miami Party Avon for women,Floral Fruity,Blood Orange,Kumquat,Pitahaya,Summer,Day,weak,soft,3.41,69
Midnight Avon for men,Woody Spicy,Cardamom,Guaiac Wood,Benzoin,Fall/Winter,Night,moderate,moderate,4.00,8
Millennia Avon for women,Floral Woody Musk,Spices,Nutmeg,Sandalwood,Fall/Winter,All Time,long lasting,heavy,4.12,99
Mirada Avon for women,Oriental Floral,Amber,Mango,Frangipani,All Season,Day,moderate,heavy,3.82,83
Mito Avon for men,Aromatic Fougere,Basil,Bergamot,Nutmeg,Spring/Summer,Day,poor,soft,4.00,3
Modern Balance Avon for men,,Cedar,Nutmeg,Teak Wood,Fall/Winter,All Time,moderate,heavy,4.50,2
Moonlight Lace Avon for women,Woody,Floral Notes,resins,Oriental notes,Fall,Day,long lasting,heavy,4.75,5
Moonwind Avon for women,Aromatic Green,Aldehydes,Green Notes,Oakmoss,All Season,Day,moderate,heavy,4.53,52
Musk Soft Avon for women,Woody Floral Musk,Musk,Mandarin Orange,Lavender,All Season,Day,poor,soft,3.88,18
My Attitude Avon for women,Oriental Vanilla,iris,Coconut,Palo Santo,All Season,Day,moderate,soft,4.50,3
My Vibe Avon for men,Aromatic Fruity,Melon,Basil,Cedar,Summer,Day,weak,soft,2.73,13
My Vibe Graffiti Avon for men,Aromatic Fruity,Ginger,Pineapple,Cucumber,Spring/Summer,Day,moderate,moderate,3.75,9
Natori Avon for women,Floral Woody Musk,Orris,Rose,Geranium,Fall/Winter,Day,very long lasting,heavy,4.23,28
Natori Parfum Avon for women,Floral Woody Musk,Geranium,Sandalwood,Benzoin,Fall/Winter,Night,moderate,moderate,3.83,7
Night Magic Evening Musk Avon for women,Floral Woody Musk,Musk,Incense,Aldehydes,Fall/Winter,Night,moderate,moderate,4.10,222
Occur! Avon for women,Chypre Floral,Civetta,Oakmoss,Musk,Fall/Winter,Night,moderate,heavy,4.12,172
Odyssey Avon for women,Floral,Musk,Mimosa,Magnolia,All Season,Day,long lasting,moderate,3.58,243
Öland Avon for men,,Spices,Bay Leaf,Tobacco,Fall/Winter,Night,moderate,heavy,4.33,3
Only Imagine Avon for women,Floral Fruity,Green Apple,Violet,Musk,Spring/Summer,Day,moderate,moderate,3.66,150
Open Road (Prospect) Avon for men,,Ginger,Musk,Geranium,Spring/Summer,Day,long lasting,moderate,4.50,6
Ophelia Avon for women,Floral,Olibanum,Hyacinth,Opoponax,Spring/Summer,Day,moderate,heavy,4.50,3
Our Story For Her Avon for women,Oriental Floral,Vanilla,Bergamot,Jasmine,All Season,Day,long lasting,heavy,3.52,51
Our Story For Him Avon for men,Woody Aromatic,Vetiver,Mandarin Orange,Amber,Fall/Winter,Day,moderate,soft,4.00,8
Parisian Chic Avon for women,Floral Woody Musk,Raspberry,Sandalwood,Rose,All Season,Day,moderate,moderate,3.69,103
Passion Dance Avon for women,Oriental Floral,Black Rose,Oakmoss,Patchouli,Fall/Winter,Night,moderate,moderate,2.84,430
Patrick Dempsey 2 Avon for men,Woody Spicy,Guaiac Wood,Nutmeg,Mandarin Orange,All Season,Day,moderate,moderate,3.98,100
Patrick Dempsey Legacy Avon for men,Woody Chypre,Basil,Lavender,oak moss,Spring/Summer,Day,moderate,moderate,3.80,23
Patrick Dempsey Life Avon for men,Woody,African Orange flower,Geranium,Virginia Cedar,Spring/Summer,Day,moderate,moderate,3.15,14
Pavi Elle Avon for women,,Aldehydes,iris,Sandalwood,All Season,Day,long lasting,heavy,4.14,30
Peony Soft Musk Avon for women,Floral,Peony,Musk,Rose,Spring/Summer,Day,moderate,moderate,4.40,21
Perfect Strength Avon for men,Oriental Woody,Bergamot,Cypress,Amber,Spring/Summer,Day,moderate,moderate,3.83,26
Perle Noire Avon for women,Oriental Floral,Oriental notes,Spices,Rose,Fall/Winter,Night,long lasting,heavy,4.42,52
Persian Wood Avon for women,Oriental Floral,Woody Notes,Spices,Oriental notes,Fall/Winter,All Time,long lasting,moderate,4.22,59
Petit Avon for women,Floral,Orange,Iris Flower,Rose,Spring,Day,moderate,moderate,3.40,5
Pink Suede Avon for women,Floral Fruity,Suede,Sweet Pea,Plum,All Season,Day,moderate,moderate,3.81,121
Premiere Luxe Avon for women,Floral Fruity Gourmand,Praline,Black Currant,Jasmine,Fall/Winter,All Time,moderate,moderate,3.66,196
Premiere Luxe Avon for men,Woody Aromatic,Patchouli,Guaiac Wood,Vetiver,Fall/Winter,Night,moderate,heavy,3.81,27
Premiere Luxe Gold Blush Avon for women,Chypre Floral,Rose,Patchouli,Musk,Fall/Winter,All Time,long lasting,heavy,3.72,75
Premiere Luxe Oud Avon for men,Oriental Woody,Agarwood (Oud),Black Pepper,Amber,Fall/Winter,Night,moderate,moderate,4.00,47
Premiere Luxe Oud for Her Avon for women,Oriental Floral,Bulgarian Rose,Agarwood (Oud),Patchouli,Fall/Winter,Night,moderate,moderate,3.74,44
Pretty Blue Avon for women and men,Aromatic,Lavender,Musk,Lemon,Spring/Summer,All Time,long lasting,moderate,4.00,2
Prima (Dreams) Avon for women,Floral Fruity,Plum,Rose,Musk,All Season,Day,moderate,moderate,3.96,121
Prima Noir Avon for women,Oriental Floral,Black Vanilla Husk,Jasmine,Violet,Fall/Winter,All Time,moderate,moderate,4.22,45
Prime Avon for men,Woody Aromatic,Lavender,Cedar,Mint,Spring/Summer,All Time,moderate,heavy,4.18,20
Pro Ice Revitalising After Shave Eau de Toilette Avon for men,Aromatic Aquatic,Watery Notes,Cucumber,Water Mint,Summer,Day,long lasting,heavy,4.33,3
Pro Sport Splash Avon for men,Woody Aromatic,Musk,Sandalwood,Mint,Summer,Day,weak,soft,3.60,23
Prowl Avon for women,Floral Woody Musk,Cardamom,Amber,Sandalwood,Fall/Winter,Night,moderate,moderate,4.00,32
Pur Blanca Charm Avon for women,Floral,Lily-of-the-Valley,Magnolia,Musk,Spring,Day,moderate,moderate,3.76,26
Pur Blanca Noite Avon for women,Floral Woody Musk,iris,Musk,Peony,All Season,All Time,poor,moderate,4.67,4
Pure Avon for women,Floral Fruity,Musk,Freesia,Tea,Spring/Summer,Day,moderate,moderate,3.20,16
Pure O2 For Her Avon for women,Floral Aldehyde,Water Lily,White Tea,White Musk,Spring/Summer,Day,moderate,moderate,3.79,104
Pure O2 For Him Avon for men,Aromatic,Water Notes,Violet,White Pepper,Spring/Summer,Day,moderate,moderate,3.94,41
Quantium Confident Avon for women and men,Woody Spicy,Mandarin Orange,Woody Notes,Black Pepper,All Season,All Time,moderate,moderate,4.00,7
Quantium for Him Avon for men,Oriental Woody,Amber,Cedar,Lavender,Spring/Summer,All Time,moderate,moderate,3.80,18
Rare Platinum Avon for women,Floral Fruity,White Flowers,White Grapefruit,White Woods,All Season,Day,moderate,heavy,3.64,30
Régence Avon for women,,Rose,Precious Woods,Jasmine,Fall/Winter,All Time,moderate,heavy,4.78,9
Riviera Goddess Avon for women,Chypre Fruity,Jasmine,Orange,Cedar,Summer,Day,moderate,moderate,3.44,64
Sândalo Fresh Avon for women,Floral Fruity,Apple,Sandalowood,Tonka Bean,Summer,Day,weak,soft,4.00,7
Sassy Swirls Vanilla Bean Avon for women,Oriental Vanilla,Vanille,Sandalwood,Amber,Fall/Winter,Day,moderate,heavy,3.77,74
Sassy Swirls Vanilla Berry Avon for women,Floral Fruity Gourmand,Vanille,Blackberry,Raspberry,Spring/Summer,Day,moderate,moderate,4.09,75
Sassy Swirls Vanilla Blossom Avon for women,Floral,Vanille,Violet,Musk,All Season,Day,weak,moderate,3.52,55
Scent Essence - Passion Fruit Avon for women,,Passionfruit,Pink Lotus,White Musk,Summer,Day,weak,soft,3.80,8
Secret Fantasy Avon for women,Floral Fruity,Big Strawberry,Pineapple,Jasmine,Spring/Summer,Day,moderate,moderate,3.27,375
Secret Fantasy Midnight Avon for women,Floral Fruity,Sour Cherry,Plum,Pomegranate,Fall/Winter,All Time,weak,moderate,4.08,106
Secret Fantasy Star Avon for women,Floral Fruity,plum,Mandarin Orange,Sandalwood,All Season,Day,moderate,moderate,3.60,156
Secret Fantasy Wonderland Avon for women,Floral Fruity Gourmand,Whipped cream,Frangipani,Black Elder,Fall/Winter,Day,moderate,moderate,4.00,42
Secrets to Keep Avon for women,Floral Fruity,Big Strawberry,Apple,Jasmine,Spring/Summer,Day,moderate,moderate,3.96,28
Secrets to Keep Kiss Avon for women,Floral Fruity,Blackberry,Magnolia,Violet,Spring/Summer,Day,moderate,moderate,3.31,18
Segno Avon for men,Woody,Vetiver,Leather,Woody Notes,Fall/Winter,Night,long lasting,moderate,5.00,5
Shine Avon for women,Floral,Lemon,Orange Blossom,Jasmine,Summer,Day,weak,soft,2.83,80
Signature Avon for men,Woody Aromatic,Green Apple,Ginger,Cedar,All Season,Day,moderate,moderate,3.57,195
Silky Soft Musk Avon for women,,Vanilla,Musk,Lily,Fall/Winter,Day,moderate,moderate,4.01,77
Simply Because Avon for women,Floral Fruity,Litchi,Peony,Vanilla,Spring/Summer,Day,weak,moderate,3.46,182
Simply Because for Him Avon for men,Aromatic,Lavender,Grapefruit,Cedar,Spring,Day,weak,moderate,3.21,16
Simply Her Avon for women,Floral Fruity,Orange,Lily,Cedar,Spring/Summer,Day,weak,moderate,3.42,38
Slip Into Avon for women,Oriental Floral,Violet,Blackberry,Orchid,Spring/Summer,Day,weak,moderate,3.51,213
Slip Into Daring Avon for women,Floral Fruity,Nectarine,Leather,Quince,Fall/Winter,All Time,moderate,moderate,4.08,85
So Very Sofia by Sofia Vergara Avon for women,Floral Fruity,Patchouli,Passionfruit,Orchid,All Season,All Time,moderate,moderate,3.81,36
Soft Musk Avon for women,Oriental Floral,Musk,Rose,Vanille,Fall/Winter,Day,moderate,moderate,3.71,438
Soie Rouge Avon for women,Chypre Floral,Rose,Patchouli,Pepper,Winter,Night,long lasting,enormous,4.52,32
Somewhere Avon for women,,Aldehydes,Green Notes,Floral Notes,Spring/Summer,Day,long lasting,soft,4.10,11
Sonnet Avon for women,Oriental,Powdery Notes,Carnation,iris,All Season,Day,moderate,moderate,4.00,18
Sparkling Lights Avon for women,,Cherry,Pineapple,Citruses,Spring/Summer,Day,long lasting,moderate,4.00,1
Spirit For Men Avon for men,Woody Floral Musk,Aldehydes,Woody Notes,Violet Leaf,All Season,Night,weak,moderate,3.00,4
Spotlight Avon for women,Floral Woody Musk,Bergamot,Freesia,Mimosa,Spring/Summer,Day,moderate,moderate,3.52,260
Starring Avon for women,Floral,Peony,Rose,Bergamot,All Season,All Time,moderate,moderate,3.88,30
Starring For Men Avon for men,Oriental,Rum,Bay essence,Cardamom,Fall/Winter,Night,long lasting,heavy,4.20,6
Strictly Fabulous Avon for women,Floral Fruity Gourmand,Floral Notes,Amber,Raspberry,All Season,All Time,weak,moderate,3.00,4
Summer White Paradise Avon for women,Floral Fruity,Peach Blossom,Lily,Amber,Spring/Summer,Day,weak,heavy,4.11,12
Sun Blossoms Avon for women,,Citruses,Green Notes,Ozonic notes,All Season,Night,weak,soft,4.00,2
Sunny Sky Avon for women,Floral Fruity,Melon,Tropical Fruits,Water Lily,Summer,Day,moderate,moderate,4.13,41
Sunshine Kiss Avon for women,Floral Fruity,Carambola (Star Fruit),Musk,Frangipani,Spring/Summer,Day,weak,moderate,3.17,16
Surreal Avon for women,Floral,Amber,Red Currant,Magnolia,All Season,Day,moderate,moderate,3.56,243
Surreal Garden Avon for women,Floral Green,Green Leaves,Patchouli,Water Lily,Spring/Summer,Day,long lasting,moderate,3.88,141
Surreal Ocean Avon for women,Floral Fruity,Coral Reef,Red Apple,Mandarin Orange,All Season,All Time,long lasting,heavy,2.86,10
Surreal Sky Avon for women,Floral,Red Fruits,Lady of the Night Flower,Woodsy Notes,Fall/Winter,All Time,moderate,heavy,3.44,10
Surrender Avon for women,Oriental,Amber,Cashmere Wood,Patchouli,Fall/Winter,Night,moderate,heavy,4.10,248
Surrender Avon for men,Aromatic Spicy,Amber,Cardamom,Pepper,Fall/Winter,Night,long lasting,moderate,4.35,19
Tahitian Holiday Avon for women,Floral,Coconut,Tiare Flower,Jasmine,Summer,Day,moderate,moderate,3.42,331
Tapage Avon for women,Floral Woody Musk,Orchid,Jasmine,Peach,Spring/Summer,Night,long lasting,heavy,4.15,16
Tasha Avon for women,Floral Aldehyde,Aldehydes,Rose,Sandalwood,All Season,Day,moderate,heavy,4.21,45
Tempest Avon for men,Aromatic,Yuzu,Vetiver,Woodsy Notes,Summer,Day,moderate,heavy,2.00,5
Timeless Avon for women,Chypre Floral,Opoponax,Aldehydes,Amber,Fall/Winter,Night,moderate,heavy,3.48,511
To a Wild Rose Avon for women,Floral,Moss,Rose,Sweet Notes,All Season,Day,long lasting,moderate,4.11,10
Toccara Avon for women,,Aldehydes,Green Leaves,Musk,Fall/Winter,Day,moderate,moderate,4.00,3
Topaze Avon for women,Floral Aldehyde,Aldehydes,Carnation,Civet,All Season,All Time,moderate,moderate,3.88,142
Trailing Arbutus Avon for women,Floral,Powdery Notes,Floral Notes,Rose,Spring/Summer,Day,weak,heavy,4.27,17
Trekking Avon for men,Aromatic Fougere,Lavender,Bergamot,Citruses,All Season,All Time,moderate,moderate,4.00,2
Treselle Avon for women,Floral,Lotus,Tuberose,Pepper,All Season,Day,moderate,moderate,3.59,649
Treselle Mystique Avon for women,Oriental Floral,white honey,Bellini,Jasmine,Fall/Winter,Night,moderate,moderate,3.70,125
Treselle Seduction Avon for women,Floral Fruity,Blackberry,Plum,Vanilla,Fall/Winter,Night,moderate,moderate,3.88,100
Tresselle Silver Avon for women,Floral,Lily,Orchid,Tuberose,Fall/Winter,Day,long lasting,heavy,3.31,33
True Force Avon for men,Chypre,Suede,Lavender,Sage,All Season,Day,moderate,moderate,3.98,109
True Glow Avon for women,Floral Woody Musk,Red Apple,Musk,Woody Notes,All Season,Day,moderate,moderate,3.53,269
True Glow Nightfall Avon for women,Oriental Floral,Orchid,Amber,Raspberry,Fall/Winter,All Time,moderate,heavy,3.05,50
True Life Avon for women,Floral Woody Musk,Lemon Blossom,Rose,Cashmere Musk,Spring/Summer,Day,moderate,moderate,3.80,17
True Life Avon for men,Aromatic Fruity,Orange,Champagne,Cedar,Spring/Summer,Day,moderate,moderate,3.90,13
Truly Unique Avon for men,Aromatic Fruity,Tangerine,Cardamom,Ivy,Spring/Summer,Day,moderate,moderate,3.00,8
Turn 4XT Avon for men,Oriental Woody,Coriander,Sandalwood,Pepper,All Season,Day,moderate,moderate,4.00,18
Ultra Sexy Avon for women,Floral Fruity,Pear,Passionfruit,Peach,All Season,Day,moderate,moderate,3.76,128
Ultra Sexy Heart Avon for women,Floral Fruity Gourmand,Maraschino Cherry,Chocolate,Marshmallow,All Season,Day,weak,moderate,3.93,32
